"Date","RegionName","State","Metro","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2014-11-30,"Hamilton","FL",,1925,975,-0.00408580183861083,-0.0171370967741935,-0.0469208211143695,2340
2014-11-30,"Chowan","NC",,1926,1137,-0.0181347150259067,-0.0485355648535565,0.0676056338028169,3696
2014-11-30,"Andrews","TX","Andrews",1927,1088,0.0158730158730159,0.0342205323193916,0.0361904761904762,3146
2014-11-30,"Jefferson","FL","Tallahassee",1928,1122,-0.021795989537925,-0.038560411311054,-0.0696517412935323,2703
2014-11-30,"Rusk","WI",,1929,960,0.00840336134453781,0.0526315789473684,-0.00311526479750779,4079
2014-11-30,"San Juan","UT",,1930,1157,0.0131348511383538,0.102955195424214,0.065377532228361,861
2014-11-30,"Macon","GA",,1931,877,-0.00566893424036281,0.00920598388952819,0.0245327102803738,1638
2014-11-30,"Estill","KY",,1932,817,-0.00729040097205346,-0.0108958837772397,0.0302648171500631,2481
2014-11-30,"White","IL",,1933,1219,0.0200836820083682,0.0243697478991597,-0.000819672131147541,4876
2014-11-30,"Monroe","OH",,1934,857,0.00351288056206089,-0.0172018348623853,-0.0160734787600459,3631
2014-11-30,"Calhoun","FL",,1935,959,0.00947368421052632,0.0191285866099894,0.00841219768664564,2670
2014-11-30,"Screven","GA",,1936,996,0.00100502512562814,0.00809716599190283,0.0506329113924051,2554
2014-11-30,"Crockett","TN",,1937,826,-0.0166666666666667,-0.0293772032902468,0.0286425902864259,5958
2014-11-30,"Trinity","TX",,1938,1210,-0.0057518488085456,0,0.113155473781049,2062
2014-11-30,"Lamar","AL",,1939,821,0.00366748166259169,0.0512163892445583,-0.0120336943441637,4562
2014-11-30,"Faribault","MN",,1940,1165,-0.0168776371308017,-0.0177065767284992,0.00604490500863558,4354
2014-11-30,"Braxton","WV",,1941,930,0.00649350649350649,-0.0539165818921668,-0.194107452339688,5031
2014-11-30,"Long","GA","Hinesville",1942,1145,-0.00087260034904014,0.0141718334809566,0.117073170731707,1790
2014-11-30,"Newton","TX",,1943,1082,0.0169172932330827,0.0354066985645933,0.0691699604743083,2832
2014-11-30,"Fleming","KY",,1944,874,0.0092378752886836,0.0355450236966825,0.0404761904761905,2031
2014-11-30,"Trigg","KY","Clarksville",1945,937,0.0107874865156419,0.00536480686695279,0.095906432748538,2753
2014-11-30,"McIntosh","GA","Brunswick",1946,1078,0,-0.0208900999091735,-0.168851195065536,2319
2014-11-30,"Allamakee","IA",,1947,1003,-0.00987166831194472,-0.0365033621517771,-0.0176297747306562,4111
2014-11-30,"Manassas Park City","VA","Washington",1948,1587,0.00697969543147208,0.0160051216389245,0.0420223243598161,3179
2014-11-30,"Newton","IN","Chicago",1949,975,0.0103626943005181,0.0198744769874477,0.0114107883817427,4460
2014-11-30,"Mono","CA",,1950,1867,0.00973499188750676,0.0349223946784922,0.0559954751131222,13415
2014-11-30,"Saline","NE",,1951,1027,-0.000972762645914397,0.0108267716535433,0.0352822580645161,2762
2014-11-30,"Larue","KY","Elizabethtown",1952,886,-0.00783874580067189,-0.00783874580067189,0.0362573099415205,2207
2014-11-30,"Atoka","OK",,1953,805,-0.0134803921568627,-0.0218712029161604,-0.0965207631874298,2776
2014-11-30,"Price","WI",,1954,897,-0.00111358574610245,0.00786516853932584,-0.0607329842931937,9243
2014-11-30,"Lincoln","AR","Pine Bluff",1955,766,-0.00648508430609598,-0.00260416666666667,-0.00260416666666667,1249
2014-11-30,"Sequatchie","TN","Chattanooga",1956,846,-0.0196987253765933,-0.0364464692482916,0.0588235294117647,9995
2014-11-30,"Ford","IL","Champaign-Urbana",1957,1143,0.0088261253309797,0.00616197183098592,-0.0255754475703325,4691
2014-11-30,"Jackson","TX",,1958,1208,0.0108786610878661,0.0263381478334749,0.0467937608318891,4952
2014-11-30,"Crawford","MI",,1959,799,0.0012531328320802,-0.0111386138613861,0.0204342273307791,7881
2014-11-30,"Williamsburg City","VA","Virginia Beach",1960,1581,-0.0044080604534005,-0.00378071833648393,0.0272904483430799,3128
2014-11-30,"Clarke","VA","Washington",1961,1713,-0.00638051044083527,-0.0194619347452776,0.0184304399524376,3637
2014-11-30,"Hardy","WV",,1962,1104,-0.0221434898139947,-0.037489102005231,0.0941526263627354,4564
2014-11-30,"Zapata","TX",,1963,939,-0.00106382978723404,-0.00318471337579618,0,486
2014-11-30,"Hughes","OK",,1964,749,-0.00531208499335989,0.00133689839572192,0.00672043010752688,4477
2014-11-30,"Swain","NC",,1965,981,-0.0110887096774194,-0.0277502477700694,-0.0229083665338645,2733
2014-11-30,"Lamb","TX",,1966,967,0.0232804232804233,0.0353319057815846,0.0342245989304813,4025
2014-11-30,"Comanche","TX",,1967,954,0.0214132762312634,0.0392156862745098,0.0302375809935205,3274
2014-11-30,"Cass","IA",,1968,967,0.0254506892895016,0.0157563025210084,0.265706806282723,4567
2014-11-30,"Clay","AL",,1969,913,0,0.0434285714285714,0.113414634146341,3010
2014-11-30,"Pennington","MN",,1970,1184,-0.0231023102310231,-0.034257748776509,0.0206896551724138,3528
2014-11-30,"Summers","WV",,1971,900,0.0676156583629893,0.100244498777506,0.0830324909747293,11916
2014-11-30,"Morgan","KY",,1972,824,-0.00362756952841596,0.00980392156862745,0.0456852791878173,584
2014-11-30,"Crenshaw","AL",,1973,822,-0.00121506682867558,0.0173267326732673,-0.0237529691211401,2623
2014-11-30,"Jasper","GA","Atlanta",1974,1043,0.011639185257032,0.0326732673267327,0.0797101449275362,982
2014-11-30,"Greene","IL",,1975,963,0.00417101147028154,0.00103950103950104,-0.0465346534653465,1981
2014-11-30,"Lewis","KY","Maysville",1976,834,0.00240384615384615,0.033457249070632,0.0733590733590734,2302
2014-11-30,"Wadena","MN",,1977,1117,-0.0175901495162709,-0.0201754385964912,0.0200913242009132,4811
2014-11-30,"Converse","WY",,1978,1326,-0.00225733634311512,0.0736842105263158,0.0231481481481482,1911
2014-11-30,"Dawson","TX","Lamesa",1979,1090,0.00925925925925926,0.0148975791433892,0.033175355450237,2588
2014-11-30,"Martinsville City","VA","Martinsville",1980,959,-0.0234215885947047,-0.0822966507177034,-0.0849236641221374,3413
2014-11-30,"Cannon","TN","Nashville",1981,985,0.0112936344969199,0.0102564102564103,0.0196687370600414,4551
2014-11-30,"Moffat","CO",,1982,1160,0.00172711571675302,-0.00514579759862779,-0.0161153519932146,3462
2014-11-30,"Howard","AR",,1983,772,-0.00387096774193548,0.0025974025974026,0.0225165562913907,3636
2014-11-30,"Trinity","CA",,1984,1418,-0.0104675505931612,-0.0125348189415042,0.0157593123209169,5279
2014-11-30,"Reeves","TX","Pecos",1985,1010,0.00198412698412698,0.0160965794768612,0.0444674250258532,2237
2014-11-30,"Grundy","TN",,1986,851,-0.00117370892018779,-0.0104651162790698,-0.0229621125143513,4297
2014-11-30,"Izard","AR",,1987,834,-0.003584229390681,-0.00477326968973747,0.123989218328841,1404
2014-11-30,"York","NE",,1988,1036,0.0058252427184466,0.0237154150197628,0.0560652395514781,3226
2014-11-30,"Madison","TX",,1989,1128,0.00894454382826476,0.0273224043715847,0.0493023255813953,1042
2014-11-30,"Webster","KY","Evansville",1990,815,-0.00851581508515815,0.00369458128078818,0.0355781448538755,2557
2014-11-30,"Buffalo","WI",,1991,1033,0.00388726919339164,0.0268389662027833,-0.0161904761904762,3356
2014-11-30,"Callahan","TX","Abilene",1992,1162,0.0175131348511384,0.0384271671134942,0.0699815837937385,1703
2014-11-30,"Wilbarger","TX","Vernon",1993,1057,0.021256038647343,0.0434353405725568,0.0153698366954851,4076
2014-11-30,"Murray","OK",,1994,728,-0.013550135501355,-0.0254350736278447,-0.0888610763454318,5501
2014-11-30,"Ketchikan Gateway","AK",,1995,1427,-0.00279524807826695,-0.0117728531855956,-0.107567229518449,1347
2014-11-30,"Jackson","KS","Topeka",1996,931,0.00648648648648649,0.0185995623632385,0.0725806451612903,2365
2014-11-30,"Perquimans","NC","Elizabeth City",1997,1130,-0.00440528634361234,-0.0165361183637946,-0.00528169014084507,2691
2014-11-30,"Vinton","OH",,1998,806,0.00876095118898623,0.0037359900373599,0.0619235836627141,1773
2014-11-30,"Pulaski","IN",,1999,792,0.00635324015247776,0.0050761421319797,-0.00876095118898623,3740
2014-11-30,"Presque Isle","MI",,2000,814,0.0136986301369863,0.0200501253132832,-0.0251497005988024,10970
2014-11-30,"Allen","KS",,2001,756,-0.015625,-0.0369426751592357,-0.0130548302872063,4155
2014-11-30,"Stewart","TN","Clarksville",2002,931,-0.00214362272240086,-0.00214362272240086,0.00431499460625674,5643
2014-11-30,"Koochiching","MN",,2003,1203,-0.0211554109031733,-0.0429594272076372,-0.00248756218905473,4913
2014-11-30,"Madison","VA",,2004,1295,0.00232198142414861,0.000772797527047913,-0.0241145440844009,4505
2014-11-30,"Fremont","ID","Rexburg",2005,943,-0.00736842105263158,0.00106157112526539,0.0396912899669239,7009
2014-11-30,"Conecuh","AL",,2006,865,0.00581395348837209,0.0523114355231144,0.117571059431525,2904
2014-11-30,"Washington","NC",,2007,855,-0.00116822429906542,-0.01270207852194,-0.0746753246753247,3044
2014-11-30,"Little River","AR",,2008,813,0,-0.00245398773006135,0.0239294710327456,2491
2014-11-30,"Pamlico","NC","New Bern",2009,1084,-0.00914076782449726,-0.0234234234234234,-0.0260557053009883,2503
2014-11-30,"Bleckley","GA",,2010,970,0.00726895119418484,0.00936524453694069,0.00622406639004149,2296
2014-11-30,"Desha","AR",,2011,718,0.0041958041958042,0.0227920227920228,0.0345821325648415,2968
2014-11-30,"Pend Oreille","WA",,2012,1211,-0.00737704918032787,-0.0273092369477912,-0.0472069236821401,2548
2014-11-30,"Caldwell","KY",,2013,815,-0.00730816077953715,0.00741656365883807,-0.00730816077953715,3365
2014-11-30,"Morris","TX",,2014,1184,0.0145672664952871,0.0331588132635253,0.0552584670231729,1051
2014-11-30,"Lawrence","MS",,2015,934,0.0412486064659978,0.00646551724137931,-0.114691943127962,2444
2014-11-30,"Lunenburg","VA",,2016,1107,0.00180995475113122,0,0.00271739130434783,1997
2014-11-30,"Appanoose","IA",,2017,857,0.0362756952841596,0.00586854460093897,-0.029445073612684,5079
2014-11-30,"Glades","FL",,2018,1235,-0.00962309542902967,-0.0104166666666667,0.0326086956521739,1733
2014-11-30,"Bledsoe","TN",,2019,916,0.00218818380743982,-0.00865800865800866,0.0269058295964126,3631
2014-11-30,"Big Horn","MT",,2020,856,0.022700119474313,0.0239234449760766,-0.0530973451327434,994
2014-11-30,"Red River","TX",,2021,1044,0.0145772594752187,0.042957042957043,0.0471414242728184,2170
2014-11-30,"Pike","IN","Jasper",2022,768,-0.0025974025974026,0.00919842312746386,0.0607734806629834,5326
2014-11-30,"Franklin","ID","Logan",2023,928,-0.00107642626480086,0.0197802197802198,-0.0569105691056911,2814
2014-11-30,"Haskell","OK",,2024,890,-0.00112233445566779,-0.00780379041248606,0.125158027812895,2892
2014-11-30,"Blackford","IN",,2025,698,-0.0141242937853107,-0.0196629213483146,-0.0141242937853107,4136
2014-11-30,"Menard","IL","Springfield",2026,1269,-0.0155159038013964,-0.0290742157612854,0.00316205533596838,3991
2014-11-30,"Amelia","VA","Richmond",2027,1254,0.0104754230459307,0.00803858520900321,0.053781512605042,6115
2014-11-30,"Butler","KY",,2028,828,-0.00838323353293413,0.00485436893203883,0.00852618757612668,2285
2014-11-30,"Yalobusha","MS",,2029,1000,0.001001001001001,0.0384215991692627,-0.0476190476190476,2898
2014-11-30,"Marion","KS",,2030,815,-0.0168878166465621,-0.0286054827175209,0.013681592039801,3507
2014-11-30,"Terry","TX",,2031,989,0.0164439876670093,0.0345188284518828,0.0399579390115668,3384
2014-11-30,"Marshall","IL","Peoria",2032,1151,-0.00346320346320346,-0.000868055555555556,-0.00259965337954939,4360
2014-11-30,"Crawford","GA","Macon",2033,1015,0.00197433366238894,0.00197433366238894,0.00495049504950495,1963
2014-11-30,"Powell","KY",,2034,822,-0.0072463768115942,-0.0072463768115942,0.011070110701107,1756
2014-11-30,"Charlotte","VA",,2035,1071,-0.00741427247451344,-0.0272479564032698,-0.0783132530120482,3098
2014-11-30,"Johnson","IL",,2036,1177,0.00341005967604433,0.00684345594525235,0.00684345594525235,1709
2014-11-30,"Prowers","CO",,2037,937,-0.0116033755274262,-0.00319148936170213,-0.0506585612968592,2111
2014-11-30,"Jefferson Davis","MS",,2038,931,0.01085776330076,0.0275938189845475,0.0010752688172043,2867
2014-11-30,"Todd","KY",,2039,844,-0.00938967136150235,-0.00354191263282172,0.023030303030303,2361
2014-11-30,"Grundy","IA","Waterloo",2040,934,-0.0260688216892596,-0.0905550146056475,0,498
2014-11-30,"Chippewa","MN",,2041,1206,-0.0106644790812141,-0.0321027287319422,0.00583819849874896,4777
2014-11-30,"Chickasaw","IA",,2042,951,-0.0195876288659794,-0.0403632694248234,-0.0295918367346939,4316
2014-11-30,"Camp","TX",,2043,1276,-0.0046801872074883,-0.0046801872074883,0.0915312232677502,2234
2014-11-30,"Stone","AR",,2044,904,0.00780379041248606,0.00556173526140156,0.0548424737456243,2780
2014-11-30,"Northampton","VA",,2045,1509,-0.0226683937823834,-0.04251269035533,0.0399724328049621,1277
2014-11-30,"Falls Church City","VA","Washington",2046,3003,-0.0095646437994723,0.0097511768661735,0.099194729136164,4142
2014-11-30,"Northumberland","VA",,2047,1768,0.00568828213879408,0.0178468624064479,0.0893407270486753,2678
2014-11-30,"Perry","MS","Hattiesburg",2048,1016,0.035677879714577,0.0099403578528827,-0.0387890255439924,1335
2014-11-30,"Fulton","AR",,2049,790,-0.00378310214375788,-0.0100250626566416,-0.00503778337531486,3007
2014-11-30,"Greensville","VA",,2050,1052,-0.00473036896877956,-0.00848256361922714,-0.00473036896877956,2341
2014-11-30,"Gates","NC",,2051,1131,0.00622775800711744,0.00265957446808511,0.0433579335793358,1720
2014-11-30,"Okfuskee","OK",,2052,771,-0.0128040973111396,-0.0178343949044586,-0.0469715698393078,3254
2014-11-30,"Charlton","GA",,2053,934,0,-0.0032017075773746,0.0377777777777778,921
2014-11-30,"Shelby","IA",,2054,1059,0.00857142857142857,0.00189214758751183,0.26978417266187,3509
2014-11-30,"Lewis","TN",,2055,791,-0.0173913043478261,-0.0341880341880342,0.0518617021276596,6277
2014-11-30,"Edmonson","KY","Bowling Green",2056,858,-0.00579374275782155,0.00704225352112676,0.00233644859813084,2163
2014-11-30,"Poquoson City","VA","Virginia Beach",2057,1714,-0.00810185185185185,-0.0183276059564719,-0.0211307824100514,3986
2014-11-30,"Madison","LA","Tallulah",2058,1349,-0.0546601261387526,-0.0696551724137931,0.119502074688797,1854
2014-11-30,"Archuleta","CO",,2059,1338,0.0045045045045045,0.00828937452901281,0.0128690386071158,1820
2014-11-30,"Cherokee","IA",,2060,885,-0.0231788079470199,-0.0514469453376206,0.117424242424242,4021
2014-11-30,"Pulaski","GA",,2061,911,-0.00109649122807018,0.0022002200220022,-0.0119305856832972,2832
2014-11-30,"Rio Grande","CO",,2062,1030,0,-0.0209125475285171,-0.0209125475285171,4235
2014-11-30,"Wabash","IL",,2063,1276,0.0315278900565885,0.0554177005789909,0.320910973084886,3234
2014-11-30,"Blaine","OK",,2064,773,-0.00770218228498075,-0.0202788339670469,-0.00129198966408269,3055
2014-11-30,"Grant","WV",,2065,986,0.0081799591002045,0.0303030303030303,0.00407331975560081,3574
2014-11-30,"Heard","GA","Atlanta",2066,1152,-0.0025974025974026,0.000868809730668983,0.0919431279620853,798
2014-11-30,"Iron","MI",,2067,795,0.00252206809583859,-0.0245398773006135,-0.00250941028858218,4893
2014-11-30,"Chicot","AR",,2068,726,0.00276243093922652,0.0182328190743338,0.0537010159651669,2614
2014-11-30,"Duval","TX",,2069,986,-0.0169491525423729,-0.0295275590551181,0.0823271130625686,1675
2014-11-30,"Decatur","TN",,2070,841,-0.0152224824355972,-0.0254924681344148,0.0181598062953995,5870
2014-11-30,"Meigs","TN",,2071,1030,0.0137795275590551,0.0127826941986234,-0.0255439924314096,3900
2014-11-30,"Washington","KY",,2072,863,-0.0125858123569794,-0.0204313280363224,0.00465657741559953,2957
2014-11-30,"Custer","MT",,2073,904,0,-0.0055005500550055,-0.0184581976112921,758
2014-11-30,"Cottonwood","MN",,2074,1178,-0.0158730158730159,-0.0296540362438221,0,3942
2014-11-30,"Wilcox","AL",,2075,902,0.0100783874580067,0.0599294947121034,0.0649350649350649,1778
2014-11-30,"Jackson","TN","Cookeville",2076,858,0,-0.0115207373271889,0.0177935943060498,4972
2014-11-30,"Washita","OK",,2077,783,-0.0150943396226415,-0.0297397769516729,-0.0357142857142857,3639
2014-11-30,"West Carroll","LA",,2078,1230,-0.0299684542586751,-0.0531177829099307,0.0865724381625442,1584
2014-11-30,"Bath","KY","Mount Sterling",2079,849,0.00354609929078014,0.0278450363196126,0.0228915662650602,1791
2014-11-30,"Fergus","MT",,2080,948,-0.00105374077976818,0.00636942675159236,0.00636942675159236,1110
2014-11-30,"Pushmataha","OK",,2081,716,-0.00831024930747922,-0.015130674002751,-0.0832266325224072,3250
2014-11-30,"Noble","OK",,2082,868,-0.00458715596330275,0.00115340253748558,0.0235849056603774,2641
2014-11-30,"Franklin","FL",,2083,1486,0.00202292650033715,-0.00201477501678979,-0.00268456375838926,6398
2014-11-30,"Lake","MI",,2084,809,-0.00123456790123457,0,-0.00979192166462668,3630
2014-11-30,"Coosa","AL","Alexander City",2085,1105,0.00545950864422202,0.0385338345864662,0.0995024875621891,3964
2014-11-30,"Live Oak","TX",,2086,1071,0.0113314447592068,0.0219465648854962,0.0984615384615385,921
2014-11-30,"Owyhee","ID","Boise City",2087,1020,0.0169491525423729,0.0429447852760736,0.0602910602910603,1075
2014-11-30,"Bradley","AR",,2088,713,0,0.00281293952180028,0.0454545454545455,3492
2014-11-30,"Sanders","MT",,2089,790,0.0193548387096774,0.00508905852417303,-0.0561529271206691,595
2014-11-30,"Jefferson","MT","Helena",2090,953,-0.00625651720542232,-0.0144777662874871,-0.113488372093023,478
2014-11-30,"Lancaster","VA",,2091,1497,-0.01318391562294,-0.0379177377892031,-0.0713399503722084,4405
2014-11-30,"Louisa","IA","Muscatine",2092,971,0.00935550935550936,0.0146290491118077,0.0800889877641824,1552
2014-11-30,"Hancock","IA",,2093,904,-0.0248112189859763,-0.0341880341880342,-0.0641821946169772,4348
2014-11-30,"Leslie","KY",,2094,766,-0.00648508430609598,-0.020460358056266,0.0365358592692828,787
2014-11-30,"Box Butte","NE",,2095,896,0.0442890442890443,0.134177215189873,-0.00775193798449612,2551
2014-11-30,"Lowndes","AL","Montgomery",2096,882,0.00455580865603645,0.0437869822485207,0.0929368029739777,1725
2014-11-30,"Pike","AR",,2097,781,-0.00127877237851662,-0.0101394169835234,-0.0310173697270471,2611
2014-11-30,"Chattahoochee","GA","Columbus",2098,876,0.00458715596330275,0.0103806228373702,0.00921658986175115,606
2014-11-30,"Green","KY",,2099,827,-0.00600961538461539,0.00242424242424242,0.0222496909765142,2976
2014-11-30,"Scott","AR",,2100,748,0.00268096514745308,0.00808625336927224,-0.00795755968169761,3325
2014-11-30,"Watonwan","MN",,2101,1174,0.000852514919011083,0.00256191289496157,0.0567056705670567,3943
2014-11-30,"Morrow","OR","Pendleton",2102,1138,-0.00871080139372822,0.0115555555555556,0.0786729857819905,1612
2014-11-30,"Alleghany","NC",,2103,940,-0.0031813361611877,-0.00212314225053079,-0.0766208251473477,3237
2014-11-30,"Latimer","OK",,2104,757,-0.00656167979002625,-0.0130378096479791,0.0202156334231806,2310
2014-11-30,"Essex","VA",,2105,1263,-0.0125097732603597,-0.0439061317183952,-0.11243851018974,3682
2014-11-30,"Mackinac","MI",,2106,971,0.0125130344108446,0.0340788072417465,0.167067307692308,1595
2014-11-30,"Bacon","GA",,2107,896,-0.00111482720178372,0.00674157303370787,0.0298850574712644,2412
2014-11-30,"Skamania","WA","Portland",2108,1359,-0.0043956043956044,-0.00293470286133529,0.0172155688622754,4448
2014-11-30,"Red Willow","NE",,2109,1035,-0.00480769230769231,0.0176991150442478,0.0792492179353493,2625
2014-11-30,"Cumberland","IL","Charleston",2110,1245,0.00241545893719807,-0.0134706814580032,-0.00240384615384615,2369
2014-11-30,"Early","GA",,2111,861,-0.0182440136830103,-0.0171232876712329,0.0237812128418549,2119
2014-11-30,"Evans","GA",,2112,966,-0.00206611570247934,0.00103626943005181,0.0592105263157895,1791
2014-11-30,"Candler","GA",,2113,924,-0.00323624595469256,0,0.00108342361863489,2216
2014-11-30,"Pope","MN",,2114,1221,-0.0216346153846154,-0.0438527799530149,-0.0121359223300971,4126
2014-11-30,"Boundary","ID",,2115,1029,0.0048828125,0.016798418972332,-0.02,3579
2014-11-30,"Monroe","KY",,2116,813,-0.0109489051094891,-0.0157384987893462,0.0317258883248731,1143
2014-11-30,"Middlesex","VA",,2117,1438,-0.00964187327823691,-0.0323014804845222,-0.0823229100191449,5703
2014-11-30,"Johnston","OK",,2118,755,0.00666666666666667,-0.00657894736842105,-0.00132275132275132,1769
2014-11-30,"Guthrie","IA","Des Moines",2119,1022,0.0148957298907646,0.0396744659206511,0.121844127332602,2828
2014-11-30,"Alcona","MI",,2120,896,-0.00554938956714761,-0.0386266094420601,0.0135746606334842,9331
2014-11-30,"Custer","NE",,2121,960,0.00313479623824451,0.0412147505422994,0.0702341137123746,1757
2014-11-30,"Montgomery","MS",,2122,967,-0.0202634245187437,-0.0102354145342886,-0.0657004830917874,2860
2014-11-30,"Bullock","AL",,2123,835,0.00845410628019324,0.02203182374541,0.0489949748743719,1633
2014-11-30,"Rains","TX",,2124,1243,-0.0127084988085782,-0.0181674565560821,0.0651242502142245,1154
2014-11-30,"Winnebago","IA",,2125,919,-0.0192102454642476,-0.0285412262156448,-0.0316122233930453,4328
2014-11-30,"Lake","MN",,2126,1307,-0.0150715900527506,-0.0452885317750183,0.0195007800312012,6911
2014-11-30,"Owen","KY",,2127,989,0.0238095238095238,0.0377754459601259,0.143352601156069,1362
2014-11-30,"Sabine","TX",,2128,1200,0.0126582278481013,0.0327022375215146,0.0282776349614396,1922
2014-11-30,"Carroll","KY",,2129,927,-0.00107758620689655,-0.00855614973262032,0.0220507166482911,2135
2014-11-30,"Tunica","MS","Memphis",2130,1055,0.0222868217054264,0.0312805474095797,0.0292682926829268,413
2014-11-30,"Mitchell","IA",,2131,879,-0.0287292817679558,-0.0618996798292423,-0.0757097791798107,4039
2014-11-30,"Clay","TX","Wichita Falls",2132,1136,0.0280542986425339,0.0412465627864345,0.00798580301685892,3096
2014-11-30,"Montgomery","IA",,2133,959,-0.00827300930713547,0.00418848167539267,0.231065468549422,3338
2014-11-30,"Crawford","IN",,2134,745,-0.00666666666666667,-0.00798934753661784,-0.0132450331125828,2805
2014-11-30,"Franklin","IA",,2135,901,-0.00441988950276243,-0.0195865070729053,-0.0353319057815846,3393
2014-11-30,"Ward","TX",,2136,1064,0.0201342281879195,0.0410958904109589,0.191489361702128,3651
2014-11-30,"Switzerland","IN",,2137,889,0.0102272727272727,0.00225479143179256,-0.0572640509013786,2255
2014-11-30,"Franklin","TX",,2138,1388,-0.00998573466476462,-0.00501792114695341,-0.00143884892086331,2832
2014-11-30,"Wilkes","GA",,2139,938,0.00428265524625268,0.00106723585912487,-0.00740740740740741,2367
2014-11-30,"Perry","AL",,2140,998,0.0267489711934156,0.0719656283566058,0.116331096196868,3053
2014-11-30,"Lincoln","WA",,2141,1115,-0.00446428571428571,-0.00712377560106857,-0.00623885918003565,4578
2014-11-30,"Marion","TX",,2142,1282,-0.0069713400464756,-0.0069713400464756,0.117698343504795,2844
2014-11-30,"Nowata","OK",,2143,723,-0.0122950819672131,-0.00550206327372765,-0.0461741424802111,1666
2014-11-30,"Colfax","NE",,2144,914,0.00994475138121547,0.0517836593785961,0.0223713646532438,3311
2014-11-30,"Keokuk","IA",,2145,958,0.0159066808059385,-0.00208333333333333,0.128386336866902,5071
2014-11-30,"Runnels","TX",,2146,1100,-0.0187332738626227,0.000909918107370337,0.121304791029562,2057
2014-11-30,"Blanco","TX",,2147,1459,-0.00341530054644809,0.00968858131487889,0.0303672316384181,1329
2014-11-30,"Towns","GA",,2148,1043,-0.0113744075829384,-0.0243217960710945,-0.0720640569395018,3901
2014-11-30,"Kemper","MS","Meridian",2149,871,0.0151515151515152,0.041866028708134,0.0139697322467986,8601
2014-11-30,"Ritchie","WV",,2150,900,0.00334448160535117,-0.0120746432491767,-0.0486257928118393,8739
2014-11-30,"Perry","AR","Little Rock",2151,826,0.00609013398294762,-0.00721153846153846,0.0048661800486618,1979
2014-11-30,"Yellow Medicine","MN",,2152,1223,-0.0129136400322841,-0.0293650793650794,0.0208681135225376,2338
2014-11-30,"Holt","NE",,2153,884,0.0715151515151515,0.181818181818182,-0.0100783874580067,1617
2014-11-30,"Roosevelt","MT",,2154,851,0.0240673886883273,0.0571428571428571,-0.088865096359743,1250
2014-11-30,"Lee","AR",,2155,727,0.0153631284916201,0.0475504322766571,0.0834575260804769,2011
2014-11-30,"Sac","IA",,2156,917,-0.00864864864864865,-0.035751840168244,0.103489771359807,3308
2014-11-30,"Martin","IN",,2157,788,0.00127064803049555,0.0141570141570142,0.0520694259012016,3565
2014-11-30,"Emmet","IA",,2158,914,0.0133037694013304,-0.0368809272918862,0.161372299872935,3399
2014-11-30,"Clinton","KY",,2159,817,-0.0096969696969697,-0.0180288461538462,0.0250941028858218,1119
2014-11-30,"Parmer","TX",,2160,992,0.0354906054279749,0.0747562296858072,0.0689655172413793,1993
2014-11-30,"Jackson","MN",,2161,1144,0.00350877192982456,0.0079295154185022,0.03905540417802,3342
2014-11-30,"Webster","MS",,2162,1035,0.00193610842207164,0.055045871559633,-0.00192864030858245,996
2014-11-30,"Juab","UT","Provo",2163,1209,0.0211148648648649,0.0440414507772021,0.038659793814433,2621
2014-11-30,"McCormick","SC",,2164,1407,-0.0077574047954866,-0.0376196990424077,0.0578947368421053,1631
2014-11-30,"Ochiltree","TX",,2165,1044,-0.00760456273764258,-0.000956937799043062,0.0598984771573604,2013
2014-11-30,"Nemaha","KS",,2166,919,0.0291153415453527,0.0372460496613995,0.0837264150943396,2562
2014-11-30,"Nantucket","MA",,2167,2752,-0.0244594115561858,-0.0474212530287297,-0.120204603580563,6077
2014-11-30,"Teton","ID","Jackson",2168,1208,0,-0.00494233937397035,-0.0218623481781377,761
2014-11-30,"Jones","NC","New Bern",2169,848,-0.00235294117647059,-0.00934579439252336,-0.0297482837528604,1838
2014-11-30,"Marshall","KS",,2170,916,0.0211817168338907,0.045662100456621,0.0663562281722934,3238
2014-11-30,"Metcalfe","KY","Glasgow",2171,835,-0.00948991696322657,-0.00948991696322657,-0.0391254315304948,1849
2014-11-30,"Rice","KS",,2172,779,0.00776196636481242,0.00906735751295337,0.0470430107526882,3172
2014-11-30,"Lanier","GA","Valdosta",2173,935,-0.00743099787685775,-0.0147523709167545,-0.0420081967213115,1610
2014-11-30,"Carbon","MT","Billings",2174,1062,0,-0.0102516309412861,-0.0397830018083183,1601
2014-11-30,"Cumberland","VA","Richmond",2175,1166,-0.00850340136054422,-0.0201680672268908,-0.0283333333333333,4429
2014-11-30,"Yuma","CO",,2176,1268,0.00794912559618442,0.0325732899022801,0.0791489361702128,1688
2014-11-30,"White Pine","NV",,2177,919,-0.00325379609544469,-0.00433369447453954,-0.0107642626480086,1382
2014-11-30,"Cheyenne","NE",,2178,1073,-0.00186046511627907,0.0267942583732057,0.118873826903024,2380
2014-11-30,"Dimmit","TX",,2179,982,-0.0070778564206269,-0.0140562248995984,0.0850828729281768,2376
2014-11-30,"Brown","KS",,2180,813,-0.0109489051094891,-0.00489596083231334,0.0383141762452107,2978
2014-11-30,"Camden","NC","Elizabeth City",2181,1280,-0.0108191653786708,-0.00389105058365759,0.0305958132045089,2287
